expr_str,reward,MSE,complexity
x0**2 - 0.5*x2,0.9295034306375679,0.0005343603,5
x0**2*cosh(0.11*x1) - 0.5*x2,0.8928773252081338,0.00053435826,9
x0**2*cos(0.08*x0) - 0.5*x2,0.883956456218831,0.0005339354,10
-0.5*x2 - 1.02*cos(1.02*x0) + 1.01*cosh(0.97*x0),0.8663659712506045,0.0005339218,12
(-x0 + 2*x2)*(-x0 + 0.5*x2/x0),0.8406435093908595,0.0005333891,15
x0*x1**2*(-x0 + 0.5*x2/x0)/(cos(x1) - cosh(x1)),0.7835426364050265,0.00053290965,22
0.67*x0**2 - 0.29,0.7802430185072841,0.053430215,4
0.00300024300000000,0.7136958013797862,0.16092709,0
0.02*x0 + 0.06*x1,0.7069155874955124,0.16036028,3
