expr_str,reward,MSE,complexity
x0**2 - x0 - 1.13*x1 + 0.01*x2,0.8828826492560032,0.0012039776,9
-0.94*x0*x2 - 0.26*x0 - 1.17*x1 - 0.1,0.8706446860647358,0.0035809122,8
-1.1*x1 + 0.01*x2,0.8542797427324386,0.025239987,3
-0.000984507600000000,0.6736888599910045,0.23460922,0
