expr_str,reward,MSE,complexity
0,0.967570623541407,0.0011233416,0
x2,0.9589918633864774,0.0010454939,1
-0.05*x2*(-19.88*x0 - 0.97)/(x0 + 0.05),0.8760582137440952,0.0010452953,10
0.99*x1*x2*(-1.02 + 0.99*x2/x1)/(-1.01*x1 + 0.98*x2),0.8586843396446141,0.0010406607,12
1.96*sin(1.22*x2) - 1.03*(x2 - 0.79*sin(1.25*x2))**2/(1.69*x0 - 0.31*x1),0.7925145106366618,0.0010265828,20
