expr_str,reward,MSE,complexity
-x0*x2 + 27.88*x0 + 0.03,0.16504098651418564,22.678022,5
28.89*x0 - 1.02*x0*(0.98*x2*x3 + x3 + 0.11)/x3 - x1 + 0.03,0.15103940518392506,22.579437,14
-0.99*x0*x2 + 27.74*x0 - 0.11*x0/x3 + 0.67*x0*log(0.67*x2)/x2 - 0.99*x1 - 0.67*cos(0.76*x0*x2 - 28.08*x0 + 0.67*x0/x3 + 0.67*x1 - 0.08) + 0.03,0.12159215661609042,22.3488,36
-0.98*x0*x2 + 26.65*x0,0.11775689329718059,51.229095,4
1.38000000000000,0.01988825272276399,2428.6108,0
