expr_str,reward,MSE,complexity
-9.91*x0 + 10.04*x1 + x3 - 0.07,0.21149378953462764,11.91336,6
-9.91*x0 + 0.15*x1*(0.08*x0 + 0.02) + 10.04*x1 + x3 - 0.06,0.1932034583158029,11.913322,15
-9.91*x0 + 0.02*x1*(0.75*x0 - 0.03*x1 + 0.24) + 10.04*x1 + x3 - 0.06,0.189358874040268,11.913296,17
-1.18000000000000,0.030572154627188836,1005.4926,0
