expr_str,reward,MSE,complexity
-9.99*x0 + 9.98*x1 - 0.01*x2 + x3 + 0.31,0.15747143966342605,27.950829,8
-10.01*x0 + 10.02*x1 + x3,0.15125789584216257,27.954582,5
-9.99*x0 + 9.98*x1 + x3 + 0.61*cos(2.7*x0),0.142794804939213,27.773994,11
-9.98*x0 + 9.97*x1 + x3 - 1.25*cos(3.99*x3)**2 + 0.63,0.13858040830849588,27.761238,14
-9.99*x0 + 9.97*x1 + x3 - 0.49*sign(cos(2.36*x3)) + 0.01,0.13589036722303324,27.728333,16
1.36*x1 + 0.43*x3 - 0.42,0.019870026715185157,2241.4517,4
1.4*x1 + 0.18,0.01694159080169229,3232.117,2
0.0427207000000000,0.01691558878849451,3377.5935,0
