expr_str,reward,MSE,complexity
-2.01*x0 - 1.99*x1 + 0.08,0.22893222252287773,11.051795,4
-2.03*x0 - 1.97*x1 - 0.03,0.2213736081182139,10.862694,5
-2.03*x0 - 1.97*x1 + 0.17*x2*cos(1.04*x0)/(-1.37*x2 + 4.18*x3 + 44.06) - 0.04,0.1967516575622021,10.786629,17
-4.0*x0 - 0.01,0.15730810114677457,26.709711,3
-8.98000000000000,0.1534759108740048,30.422731,0
