expr_str,reward,MSE,complexity
0.219*x + 0.707 + 29.273/(37.702*x - 42.48 + 29.402/x),0.866819753299476,0.001877791,10
0.595*x/(0.985*x - 0.863 + 0.374/x) + 0.87,0.859478211488371,0.0039531696,9
-0.22*x + 1.792*tanh(1.96*x) + 0.483,0.8497161171342921,0.009392288,7
1.36*tanh(2.661*x) + 0.498,0.8252935631906605,0.023196869,5
-0.039 + (1.173*x + 0.324*cos(1.771*x) + 0.966)/(0.952*x - 1.991*tanh(1.377*x) + 1.758),0.8020825239208861,0.0016348915,18
1.79549670000000,0.7991966493247032,0.06312983,0
0.017*x + 1.772,0.7892704909776139,0.05845738,2
0.984*sin(0.913*x*(3.017*x + exp(1.068*x) + 0.278)*exp(-0.969*x)) - 1.024*cos(1.171*x) + 1.696,0.7403660655019096,0.0016067538,26
